Segment,Billing_Class,Site_Billing_Status,Site_Status,Consumption,Value_Unbilled,Billing_Frequency,UnbilledDays,RootCause,Voice_Attempt,target
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,96,Q,174,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,96,Q,174,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,9625,490.22,Q,146,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,26.01,Q,138,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,13356,787.01,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,30804,1535.94,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,6004,307.22,M,74,No Root Cause Match,,0
Others,Small and Medium Enterprises,Not assigned,Clean,10446,533.37,Q,135,No Root Cause Match,,0
Others,Small and Medium Enterprises,Not assigned,Clean,10446,533.37,Q,135,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,1793,62.86,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,1693,59.36,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,1693,59.36,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,1793,62.86,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,9092,482.88,Q,174,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,8559,443.56,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,8559,443.56,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,8559,443.56,Q,144,No Root Cause Match,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,6661,3229.09,Q,,Impl Perm Est,,1
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,3799,186.42,Q,65,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,4695,160.19,Q,138,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,5549,595.79,M,199,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,23734,1241.2,Q,150,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,2696,190.71,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,314,90.68,Q,139,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,7297,386.85,Q,138,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,533,99.98,Q,139,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,3762,264.29,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,13732,790.49,Q,137,No Root Cause Match,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,786,8164.94,Q,,Implausible,,1
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,11944,584.07,Q,139,No Root Cause Match,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,7797,581.13,M,97,No Root Cause Match,,1
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,20285,938.15,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,64888,3207.75,Q,1251,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,65307,3242.4,Q,1281,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,65307,3242.4,Q,1281,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,64888,3207,Q,1251,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,64888,3207.75,Q,1251,EMMA,,0
Small Enterprise,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,12374,494.98,Q,179,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,12374,494.98,Q,210,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,12374,494.98,Q,210,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,12374,494.98,Q,210,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,12374,494.98,Q,240,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,12374,494.98,Q,240,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,14391,775.21,Q,139,No Root Cause Match,,0
Medium Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Clean,11002,336.83,M,76,No Root Cause Match,,1
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,1210,126.63,Q,144,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,1210,126.63,Q,144,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,1210,126.63,Q,144,Implausible,,0
Small Enterprise,Small and Medium Enterprises,Dead - Billed & Stop,Clean,6309,322.05,Q,141,No Root Cause Match,,1
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,64688,3154.03,Q,647,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,63542,3089.3,Q,617,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,63542,3089,Q,617,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,63542,3089.3,Q,617,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,64688,3154.03,Q,647,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,49944,2184.22,Q,129,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,84.92,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,69.66,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,69.66,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,84.92,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,10624,520.33,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,40288,1399.23,Q,138,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,18780,861.74,Q,128,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,12984,615.66,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,12893,851.3,Q,130,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,7973,445.75,Q,138,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,10924,525.58,Q,138,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,22,80.26,Q,156,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2243,217.91,Q,219,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2148,197.11,Q,189,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2148,197.11,Q,189,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2148,197.11,Q,189,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2243,217.91,Q,219,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,74.01,Q,133,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,84.47,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,84.47,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,84.47,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Not assigned,Clean,12332,736.52,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,40099,1778.99,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,84.47,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,102.07,Q,174,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,84.47,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,84.47,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,3401,223.7,Q,165,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,3401,223.7,Q,165,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,3213,200.93,Q,135,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,3213,200.93,Q,135,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,4577,278.84,Q,153,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,4577,278.84,Q,153,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,89.31,Q,160,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,89.31,Q,160,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,72.57,Q,130,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,141.78,Q,243,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,141.78,Q,243,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,104.66,Q,149,Outsort,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,104.66,Q,149,Outsort,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,7256,441.33,Q,146,Impl Perm Est,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,140306,6216.27,Q,1865,Implausible,Voice Call Done,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,140306,6216,Q,1865,Implausible,Voice Call Done,1
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,139159,6149.37,Q,1834,Implausible,Voice Call Done,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,6866,383.91,Q,166,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,6427,348.57,Q,136,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,6427,348.57,Q,136,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,6866,383.91,Q,166,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,8528,444.5,Q,164,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,7964,404.65,Q,134,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,8528,444.5,Q,164,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,7964,404.65,Q,134,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,71.23,Q,128,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,87.93,Q,158,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,87.93,Q,158,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,11567,566.92,Q,129,No Root Cause Match,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Clean,8015,615.87,Q,129,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,10221,510.86,Q,152,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,10221,510.86,Q,152,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,20979,1475,Q,86,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,20979,1475.82,Q,86,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,20979,1475.82,Q,86,No Root Cause Match,,0
Small Enterprise,Small and Medium Enterprises,Dead - Billed & Stop,Dirty,217186,8121.55,Q,851,Outsort,,1
Small Enterprise,Small and Medium Enterprises,Dead - Billed & Stop,Dirty,217186,8121.55,Q,851,Outsort,,0
Small Enterprise,Small and Medium Enterprises,Dead - Billed & Stop,Dirty,217186,8121.55,Q,851,Outsort,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,35177,1817,Q,148,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,3.65,M,3,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,104.62,M,188,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,104.62,M,188,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,121.32,M,218,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,121.32,M,218,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,104.62,M,188,Impl Perm Est,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,134419,6106.72,Q,1778,Implausible,,1
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,518207,20728.28,Q,1809,Implausible,,1
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,134419,6106.72,Q,1778,Implausible,,1
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,10207,484.17,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,45,103.39,Q,173,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,45,85.79,Q,143,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,45,85.79,Q,143,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,45,85.79,Q,143,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,13682,751.6,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,3129,255.49,Q,209,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2995,232.2,Q,179,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,3129,255.49,Q,209,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2995,232.2,Q,179,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2995,232.2,Q,179,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,344,368.07,Q,51,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,344,368.07,Q,51,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,12773,626.94,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,12773,626.94,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,13428,672.36,Q,174,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,12773,626.94,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,23264,896.1,Q,139,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,17495,820.71,Q,139,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,34080,1533.85,Q,156,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,138.01,Q,248,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,154.71,Q,278,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,154.71,Q,278,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,138.01,Q,248,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,138.01,Q,248,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,1119,141.56,Q,169,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,1119,141.56,Q,169,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,1119,141.56,Q,169,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,1174,160.59,Q,199,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,78.31,Q,154,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,78.31,Q,154,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,78.31,Q,154,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,21311,1148.97,Q,133,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,48058,2093.58,Q,154,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,50347,2205.71,Q,184,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,48058,2093,Q,154,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,48058,2093.58,Q,154,No Root Cause Match,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Clean,59445,5054.19,Q,67,No Root Cause Match,Voice Call Done,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,59445,5054,Q,67,No Root Cause Match,Voice Call Done,1
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,22532,1014.19,Q,140,No Root Cause Match,,0
Others,Small and Medium Enterprises,Not assigned,Dirty,13428,1663.5,M,94,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,115.2,Q,207,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,115.2,Q,207,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,115.2,Q,207,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,131.89,Q,237,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,131.89,Q,237,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,92.94,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,92.94,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,76.24,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,76.24,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,958,116.28,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,958,116.28,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,1013,135.16,Q,167,No Root Cause Match,,0
